Category,CrimeGroup,Description,City,State,Zip,Latitude,Longitude,Date
20,A,man walk gift shop block centrevil crest lan centrevil friday decemb around pm he appear shop clerk rang purchas demand money show gun waistband the clerk fairfaxare wom comply demand suspect left stor undisclos amount money the suspect describ whit man year old he feet inch tal pound he mustach wor basebal cap gray hood sweatshirt gray swe pant black sneak,Centreville,VA,20121,38.8370084,-77.4350792,2007-11-29
20,A,alexandriaare boy rid bik block cent park circ acquaint point gun victim attempt leav are second person known assault him at point bicyc stol thi took plac friday decemb around pm the victim ind,Alexandria,VA,22309,38.743877,-77.1107338,2007-11-29
20,A,on saturday decemb around am wom rob she walk park lot block richmond highway first not man walk behind her she continu walk ev let man pass her aft man pass stop bang driv byrd lan the suspect punch victim head fac sev tim she fel ground suspect fled purs cel phon the suspect seen walk nearby plac arrest he ident christopher beruet bang driv the victim tak inov mount vernon hospit non lifethr injury,Alexandria,VA,,38.804565,-77.043079,2007-11-30
15,A,on wednesday janu around pm wom assault she walk friend block vil green driv two girl approach confront beg suspect punch victim fac took key respond off stop wom match describ suspect the investig led arrest tacoy lew sev wood driv alexandr she charg assault larceny,Alexandria,VA,22309,38.7257162,-77.1271555,
20,A,pol arrest marvin devon scutch lampton lan fort washington md connect two gas stat robbery scutch charg robbery us firearm commit felony possess firearm convict felon ref robbery april he also charg robbery us firearm commit felony wear mask publ ref robbery april the unit stat marsh serv arrest scutch washington dc decemb the robbery occur crown gas stat loc block richmond highway,Alexandria,VA,22309,38.7391354,-77.0892252,2007-3-21
20,A,detect attempt ident suspect tak hundr pack cigaret twelv diff stor within fairfax county decemb the suspect target conveny stor the man ent stor tak cigaret behind count sev theft turn robbery clerk threatened nobody ind incid detect believ perpet respons crim simil suspect describ nat crim he describ black man feet tal approxim pound the dat loc crim list,Alexandria,VA,,38.804565,-77.043079,2007-11-1
5,A,pol respond alarm lemon road el school loc idylwood road the alarm sound sunday decemb around am when pol ar found window comput lab brok it appear sev laptop stol,,VA,,38.8948533,-77.2145588,
1,B,two fal churchare boy attack block willston driv sunday decemb boy insid apart anoth boy heard knock door the teen answ door saw someon walk outsid they left apart build find person attack the first victim receiv stab wound arm second victim struck head bat the suspect fled victim tre inov fairfax hospit non lifethr injury the suspect could describ as teen wear dark cloth,Falls Church,VA,22044,38.8709123,-77.1467981,
20,A,on saturday decemb around pm fal churchare wom rob she walk westbound man cam behind grab purs the man ord span relinqu purs cel phon the victim comply suspect fled he threw phon grass ran behind nearby build the victim ind the suspect describ man wear blu hood jacket cont fac jean ten sho he feet inch tal weigh pound,Hinton,WV,,37.709869,-80.814227,2007-11-30
20,A,on friday decemb around pm wom rob ent hom loc block saw grass court she pul car gar walk mailbox when cam back gar push button clos door went insid second lat heard door op again she reach gar hit button man grab pul gar ev driveway the suspect grab purs cel phon fled the victim ind the suspect describ black lat he feet inch tal weigh pound he wear black hood jacket,Alexandria,VA,22312,38.828106,-77.167595,2007-11-29
