Category,CrimeGroup,Description,City,State,Zip,Latitude,Longitude,Date
15,A,cash stol busy,Springfield,VA,22150,38.777118,-77.176053,2009-3-22
15,A,stereo ipod stol vehic,Annandale,VA,,38.831796,-77.195306,2009-3-22
15,A,cash stol vehic,Annandale,VA,22003,38.8304853,-77.1968001,2009-3-22
15,A,camer stol resid,Annandale,VA,,38.831796,-77.195306,2009-3-22
15,A,ipod access stol vehic,Falls Church,VA,22041,38.851974,-77.143262,2009-3-22
17,A,hond civ,Alexandria,VA,22310,38.7911319,-77.1389565,2009-3-22
17,A,volksw,Alexandria,VA,22310,38.7911319,-77.1389565,2009-3-22
17,A,hond civ,Annandale,VA,,38.834455,-77.217878,2009-3-22
17,A,hond civ,Annandale,VA,,38.831796,-77.195306,2009-3-22
15,A,gps unit stol resid,Annandale,VA,,38.831796,-77.195306,2009-3-22
15,A,cosmet stol busy,Annandale,VA,,38.831796,-77.195306,2009-3-22
15,A,ic cream stol busy,Annandale,VA,,38.831796,-77.195306,2009-3-22
15,A,ipod stol school,Burke,VA,22015,38.80244,-77.264615,2009-3-22
15,A,licens plat stol vehic,Annandale,VA,,38.831796,-77.195306,2009-3-22
15,A,an emblem stol vehic,Annandale,VA,,38.831796,-77.195306,2009-3-22
15,A,contain stol busy,Annandale,VA,,38.831796,-77.195306,2009-3-22
15,A,laptop comput stol school,Annandale,VA,22003,38.8264599,-77.2071109,2009-3-22
15,A,bracelet stol resid,Annandale,VA,22003,38.8184559,-77.2638282,2009-3-22
15,A,vehic part stol vehic,Annandale,VA,,38.831796,-77.195306,2009-3-22
15,A,wallet stol busy,Springfield,VA,22152,38.77963,-77.234125,2009-3-22
15,A,cellul phon stol busy,Annandale,VA,,38.831796,-77.195306,2009-3-22
15,A,tool stol vehic,Burke,VA,22015,38.803373,-77.279941,2009-3-22
15,A,gps unit stol vehic,Annandale,VA,,38.831796,-77.195306,2009-3-22
15,A,airb stol vehic,Herndon,VA,,38.969698,-77.385475,2009-3-22
15,A,airb stol vehic,Herndon,VA,,38.969698,-77.385475,2009-3-22
15,A,catalys convert stol vehic,Chantilly,VA,,38.877344,-77.408781,2009-3-22
15,A,hond accord,Herndon,VA,,38.969698,-77.385475,2009-3-22
15,A,ring stol busy,Chantilly,VA,,38.883607,-77.439755,2009-3-22
15,A,ipod stol busy,Chantilly,VA,,38.883607,-77.439755,2009-3-22
15,A,ipod stol resid,Fairfax,VA,22033,38.8926589,-77.4080151,2009-3-22
15,A,purs cash cosmet sunglass stol school,Herndon,VA,,38.969698,-77.385475,2009-3-22
15,A,purs stol vehic,Chantilly,VA,20151,38.9109159,-77.4214917,2009-3-22
15,A,purs stol busy,Fairfax,VA,22033,38.861953,-77.372405,2009-3-22
15,A,wallet stol vehic,Fairfax,VA,22033,38.8746025,-77.3989978,2009-3-22
15,A,hond civ,Fairfax,VA,22033,38.870059,-77.3627128,2009-3-22
15,A,cellul phon credit card cash stol vehic,Chantilly,VA,20151,38.86685,-77.420555,2009-3-22
1,B,incid org stat typ offens they list,Chantilly,VA,,38.88361,-77.439774,2009-3-29
1,B,show chain bridg road would mean block chain bridg,Chantilly,VA,,38.883607,-77.439755,2009-3-29
1,B,distribut offens,Chantilly,VA,,38.883607,-77.439755,2009-3-29
1,B,pol arrest man alleg solicit three chantil childr sexrel,Chantilly,VA,20151,38.9004421,-77.4505998,2009-3-29
20,A,hyattsvil maryland man rob saturday april around am,Alexandria,VA,,38.827251,-77.08789,2009-3-25
5,A,man wom arrest thursday april alleg attempt break,Falls Church,VA,22043,38.913995,-77.208067,2009-3-23
20,A,pol cal betty brit cle stor loc lee highway pm,,VA,,38.87355,-77.2384295,2009-3-29
1,B,ther tim investig thing com togeth help solv crim in,Falls Church,VA,22041,38.8528542,-77.1381487,2009-3-29
1,B,an man arrest alleg sex assault fal church,,VA,,38.849501,-77.127571,2009-3-29
1,B,man arrest alleg ste soap cvs loc sou jefferson,Falls Church,VA,22041,38.8506074,-77.1183636,2009-3-29
20,A,two men rob anoth man friday april around am the victim,,VA,,38.849501,-77.127571,2009-3-24
23,B,pol cal reston libr loc bowm town driv man,Reston,VA,20190,38.9622952,-77.3544246,2009-3-29
1,B,four men arrest alleg beat anoth man friday april pol,Reston,VA,20191,38.9412047,-77.3574112,2009-3-24
1,B,man arrest monday april alleg fle pol around pm,Reston,VA,,38.951815,-77.342305,2009-3-27
1,B,an adult two teen arrest wednesday april alleg fled,Reston,VA,,38.951815,-77.342305,2009-3-29
20,A,pol respond block expl street robbery wednesday april,Reston,VA,20190,38.9620674,-77.360336,2009-3-29
20,A,two men rob anoth man block frederick street saturday april the,Springfield,VA,22150,38.790542,-77.193017,2009-3-25
1,B,stud assault walk hom school thursday april,Annandale,VA,,38.834455,-77.217878,2009-3-29
1,B,an off observ man motorcyc whe driv are old keen,Annandale,VA,,38.834455,-77.217878,2009-3-29
1,B,pol arrest man alleg fir gun insid hom saturday april around,Annandale,VA,,38.831796,-77.195306,2009-3-25
1,B,man arrest alleg driv intox saturday april around,Annandale,VA,22003,38.8214038,-77.2033411,2009-3-25
20,A,two men boy arrest alleg rob anoth man saturday,Chantilly,VA,,38.877344,-77.408781,2009-3-29
23,B,pol respond block shirley gat road assault friday april,Herndon,VA,,38.969627,-77.386159,2009-3-29
1,B,wom arrest alleg ste vehic the victim,,VA,,38.853921,-77.332736,2009-3-29
1,B,pol arrest man tuesday april alleg possess int distribut,,VA,,38.850063,-77.413714,2009-3-28
15,A,airb stol vehic,Centreville,VA,,38.848484,-77.438927,2009-3-29
15,A,med stol busy,Centreville,VA,20121,38.8288429,-77.438474,2009-3-29
15,A,licens plat stol vehic,Chantilly,VA,20151,38.872403,-77.4343525,2009-3-29
15,A,wallet stol busy,Centreville,VA,20121,38.835264,-77.447702,2009-3-29
15,A,wallet stol resid,Clifton,VA,20124,38.82045,-77.415662,2009-3-29
15,A,bicyc lad stol resid,Alexandria,VA,22303,38.795186,-77.06797,2009-3-29
15,A,purs stol vehic,Alexandria,VA,22308,38.735138,-77.061444,2009-3-29
15,A,wheel stol vehic,Alexandria,VA,22307,38.786053,-77.064795,2009-3-29
15,A,liqu stol busy,Alexandria,VA,22303,38.7857648,-77.0778026,2009-3-29
15,A,scal train engin stol busy,Alexandria,VA,22308,38.7417086,-77.0578583,2009-3-29
15,A,win stol busy,Alexandria,VA,22306,38.7802662,-77.0807992,2009-3-29
15,A,xm radio gps unit stol vehic,Alexandria,VA,22307,38.7885238,-77.0608862,2009-3-29
17,A,hond accord,Alexandria,VA,22306,38.737181,-77.086188,2009-3-29
17,A,hond accord,Alexandria,VA,22306,38.7627578,-77.0873223,2009-3-29
17,A,hond accord,Alexandria,VA,22306,38.753812,-77.092088,2009-3-29
17,A,hond civ,Alexandria,VA,22303,38.7874324,-77.0675092,2009-3-29
17,A,hond accord,Alexandria,VA,22309,38.7466415,-77.0977834,2009-3-29
17,A,bmw,Alexandria,VA,22306,38.7527091,-77.087384,2009-3-29
15,A,comput stol busy,Merrifield,VA,,38.87359,-77.234719,2009-3-29
15,A,bicyc stol resid,Falls Church,VA,,38.88549,-77.173624,2009-3-29
15,A,purs stol busy,Alexandria,VA,22309,38.732747,-77.097047,2009-3-29
15,A,softw stol busy,,VA,22102,38.920177,-77.226339,2009-3-29
15,A,sunglass stol busy,,VA,22102,38.920177,-77.226339,2009-3-29
15,A,wallet stol busy,,VA,22102,38.920177,-77.226339,2009-3-29
15,A,laptop comput stol busy,,VA,22102,38.920177,-77.226339,2009-3-29
15,A,laptop comput stol resid,,VA,22102,38.920177,-77.226339,2009-3-29
15,A,tir rim stol vehic,Falls Church,VA,22042,38.8733525,-77.1797777,2009-3-29
15,A,beer stol busy,,VA,22102,38.9213737,-77.2050823,2009-3-29
15,A,gps unit stol vehic,,VA,22102,38.9213737,-77.2050823,2009-3-29
15,A,wheel stol vehic,,VA,22102,38.9134858,-77.2131274,2009-3-29
15,A,cash stol resid,Merrifield,VA,,38.87359,-77.234719,2009-3-29
15,A,camer len project stol resid,Falls Church,VA,22043,38.910474,-77.197267,2009-3-29
15,A,wallet stol school,,VA,,38.873033,-77.246057,2009-3-29
15,A,tir stol vehic,Falls Church,VA,22042,38.875522,-77.209973,2009-3-29
15,A,laptop comput stol busy,Falls Church,VA,22043,38.9032946,-77.2035795,2009-3-29
15,A,bird bath stol resid,Falls Church,VA,,38.88549,-77.173624,2009-3-29
15,A,wheel tir stol vehic,,VA,,38.873033,-77.246057,2009-3-29
15,A,scoot stol school,Falls Church,VA,22042,38.8721023,-77.2067181,2009-3-29
15,A,radio pillow stol vehic,Hinton,WV,,37.709869,-80.814227,2009-3-29
15,A,cas beer stol busy,Alexandria,VA,22312,38.819071,-77.15714,2009-3-29
15,A,four can beer stol busy,Alexandria,VA,22312,38.819071,-77.15714,2009-3-29
15,A,four wheel stol vehic,Falls Church,VA,22044,38.8663501,-77.138392,2009-3-29
15,A,gps stol vehic,Alexandria,VA,22312,38.8157841,-77.1447556,2009-3-29
15,A,wallet stol busy,Falls Church,VA,22041,38.8530357,-77.1296691,2009-3-29
15,A,coach purs stol busy,Falls Church,VA,22041,38.8579879,-77.1431023,2009-3-29
15,A,phon charg stol vehic,Falls Church,VA,22041,38.8579879,-77.1431023,2009-3-29
15,A,cellul phon stol vehic,Alexandria,VA,,38.794066,-77.131471,2009-3-29
15,A,purs stol busy,Falls Church,VA,22042,38.870588,-77.166222,2009-3-29
15,A,laptop comput stol vehic,Lorton,VA,,38.705261,-77.236615,2009-3-29
15,A,hood stol vehic,Hinton,WV,,37.709869,-80.814227,2009-3-29
17,A,brim util trail,Hinton,WV,,37.709869,-80.814227,2009-3-29
17,A,toyot coroll,Falls Church,VA,22044,38.867961,-77.143004,2009-3-29
17,A,hond accord,Alexandria,VA,22312,38.8157841,-77.1447556,2009-3-29
17,A,hond crv,Hinton,VA,,38.465858,-78.972194,2009-3-29
15,A,purs stol busy,Reston,VA,20190,38.9600945,-77.3501254,2009-3-29
15,A,bicyc stol resid,Reston,VA,20191,38.941112,-77.361312,2009-3-29
15,A,sho stol busy,Reston,VA,20190,38.9587082,-77.3554753,2009-3-29
15,A,camer stol resid,Reston,VA,20194,38.967771,-77.353404,2009-3-29
15,A,purs stol vehic,Reston,VA,20191,38.933039,-77.325314,2009-3-29
15,A,cellul phon stol busy,Reston,VA,20191,38.947908,-77.3741835,2009-3-29
15,A,bicyc stol resid,Reston,VA,20191,38.947908,-77.3741835,2009-3-29
17,A,hond odyssey,Herndon,VA,,38.969627,-77.386159,2009-3-29
15,A,larg recyc contain stol resid,Springfield,VA,22151,38.801503,-77.184943,2009-3-29
15,A,gps stol vehic,Alexandria,VA,22312,38.802235,-77.149329,2009-3-29
15,A,cd play sunglass stol vehic,Springfield,VA,22150,38.788571,-77.190791,2009-3-29
15,A,bicyc stol resid,Springfield,VA,22151,38.795996,-77.184197,2009-3-29
15,A,ipod stol school,Springfield,VA,22150,38.7783081,-77.1673144,2009-3-29
15,A,coach purs stol school,Springfield,VA,22150,38.7783081,-77.1673144,2009-3-29
15,A,nor fac jacket stol school,Springfield,VA,22150,38.7783081,-77.1673144,2009-3-29
15,A,lug stol busy,Alexandria,VA,22315,38.7732603,-77.1331825,2009-3-29
15,A,cash stol busy,Alexandria,VA,22312,38.806652,-77.169062,2009-3-29
15,A,jewelry stol resid,Annandale,VA,,38.834455,-77.217878,2009-3-29
15,A,hood airb gps camer stol vehic,Annandale,VA,,38.831796,-77.195306,2009-3-29
15,A,radio stol vehic,Springfield,VA,22150,38.777368,-77.174197,2009-3-29
17,A,hond crv,Springfield,VA,22150,38.7813921,-77.1865007,2009-3-29
17,A,buick,Alexandria,VA,22310,38.776252,-77.112706,2009-3-29
15,A,beer win stol busy,Annandale,VA,,38.831796,-77.195306,2009-3-29
15,A,dirt bik stol resid,Annandale,VA,22003,38.8116,-77.255799,2009-3-29
15,A,gps radio stol vehic,Annandale,VA,22003,38.8245622,-77.2193388,2009-3-29
15,A,gps stol vehic,Springfield,VA,22151,38.796218,-77.207431,2009-3-29
15,A,gps stol vehic,Springfield,VA,22151,38.796218,-77.207431,2009-3-29
15,A,gps stol vehic,Fairfax,VA,22032,38.8188251,-77.2774744,2009-3-29
15,A,ipod guit backpack stol vehic,Annandale,VA,,38.831796,-77.195306,2009-3-29
15,A,camcord stol busy,,VA,,38.917803,-77.444118,2009-3-29
15,A,licens plat stol vehic,Chantilly,VA,,38.883607,-77.439755,2009-3-29
15,A,three comput stol busy,Chantilly,VA,,38.883607,-77.439755,2009-3-29
15,A,jewelry stol resid,Fairfax,VA,22033,38.8617578,-77.3952373,2009-3-29
15,A,phon stol resid,Fairfax,VA,22033,38.8802175,-77.4025882,2009-3-29
15,A,laptop comput blackberry checkbook stol busy,Fairfax,VA,22033,38.859447,-77.364231,2009-3-29
15,A,airb stol vehic,Fairfax,VA,22033,38.859447,-77.364231,2009-3-29
15,A,sunglass ring stol vehic,Fairfax,VA,22033,38.859447,-77.364231,2009-3-29
15,A,airb stol vehic,Fairfax,VA,22033,38.859447,-77.364231,2009-3-29
15,A,sunglass stol vehic,Fairfax,VA,22033,38.859447,-77.364231,2009-3-29
15,A,laptop comput stol vehic,Fairfax,VA,22033,38.859447,-77.364231,2009-3-29
17,A,hond civ,Fairfax,VA,22033,38.8785917,-77.3908303,2009-3-29
17,A,hond accord,Fairfax,VA,22033,38.859447,-77.364231,2009-3-29
17,A,acur,Fairfax,VA,22033,38.859447,-77.364231,2009-3-29
17,A,acur integr,Fairfax,VA,22033,38.8611388,-77.4003149,2009-3-29
1,B,incid org stat typ offens they list,Chantilly,VA,,38.88361,-77.439774,2009-4-6
1,B,show chain bridg road would mean block chain bridg,Chantilly,VA,,38.883607,-77.439755,2009-4-6
1,B,distribut offens,Chantilly,VA,,38.883607,-77.439755,2009-4-6
20,A,four teen alleg rob centrevil man friday may around pm,Centreville,VA,,38.848484,-77.438927,2009-4-1
1,B,centrevil boy arrest alleg touch wom inappropry,Chantilly,VA,20151,38.883359,-77.407862,2009-4-6
20,A,clerk work sunoco gas stat loc saint germain driv rob,Centreville,VA,20121,38.8371119,-77.4400946,2009-4-6
20,A,pol respond block report robbery sunday may the victim,Alexandria,VA,22309,38.7391354,-77.0892252,2009-4-3
20,A,pol respond report robbery monday may block richmond,Alexandria,VA,22306,38.772661,-77.082316,2009-4-4
1,B,man arrest alleg expos wilmington nor carolin,Alexandria,VA,22307,38.7751241,-77.0583763,2009-4-6
5,A,two men arrest alleg brok mount eagl el school loc,Alexandria,VA,22303,38.7857648,-77.0778026,2009-4-6
20,A,man rob wednesday april block tyco road,Merrifield,VA,,38.87359,-77.234719,2009-3-29
1,B,sev men on boy charg alleg break,Falls Church,VA,22043,38.900471,-77.1992256,2009-4-6
20,A,man rob walk hom around pm sunday may the,,VA,,38.873033,-77.246057,2009-4-3
7,A,graffit found wal insid lee graham pool facil loc lee highway,,VA,,38.87355,-77.2384295,2009-4-6
1,B,man arrest alleg fle pol vehic tuesday may around,Hinton,WV,,37.709869,-80.814227,2009-4-5
20,A,californ man rob friday april around pm the man,Alexandria,VA,22312,38.819071,-77.15714,2009-3-24
1,B,man expos two girl block parkwood court tuesday april,Hinton,VA,,38.465858,-78.972194,2009-3-6
1,B,on wednesday april springfield wom met exboyfriend stor,Falls Church,VA,22041,38.8421255,-77.1182237,2009-3-29
20,A,pol cal block glen forrest driv friday may report,Falls Church,VA,22041,38.8571429,-77.127927,2009-4-1
20,A,man rob around pm friday may walk hom the,Falls Church,VA,22041,38.8498889,-77.1388679,2009-4-1
20,A,man victim attempt robbery saturday may the man,,VA,,38.849501,-77.127571,2009-4-2
1,B,reston man shot fight occur friday may around,Reston,VA,20191,38.9430489,-77.3653593,2009-4-1
20,A,two employ stor rob monday may around am the two,Reston,VA,20190,38.9546961,-77.3512153,2009-4-4
23,B,tow truck driv arrest alleg refus releas wom car,Annandale,VA,,38.834455,-77.217878,2009-4-6
20,A,man flag off saturday may around am report,Springfield,VA,22151,38.8016759,-77.1844259,2009-4-2
1,B,on saturday may pol cal hom burk are sex assault the,Annandale,VA,,38.834455,-77.217878,2009-4-2
1,B,on sunday may man alleg held wom knew wil the victim,Annandale,VA,22003,38.824684,-77.2146724,2009-4-3
1,B,man struck car around pm sunday april succumb,Chantilly,VA,,38.877344,-77.408781,2009-3-26
1,B,man stab alterc saturday may the man walk,Fairfax,VA,22033,38.8796798,-77.3950704,2009-4-2
20,A,pol respond around am are hunt glen way lee highway,Chantilly,VA,,38.877344,-77.408781,2009-4-6
15,A,cash stol busy,Centreville,VA,20121,38.8378618,-77.4368463,2009-4-6
15,A,liqu stol busy,Chantilly,VA,20151,38.9013296,-77.4485454,2009-4-6
15,A,lawn mow stol resid,Centreville,VA,20121,38.8299885,-77.4315417,2009-4-6
15,A,phon stol resid,Centreville,VA,20120,38.870138,-77.447703,2009-4-6
15,A,licens plat stol vehic,Chantilly,VA,20151,38.8863401,-77.4307893,2009-4-6
17,A,toyot,Centreville,VA,20121,38.826283,-77.442045,2009-4-6
17,A,acur tl,Chantilly,VA,20151,38.9017677,-77.4555354,2009-4-6
15,A,print stol busy,Alexandria,VA,22306,38.7546291,-77.0806381,2009-4-6
15,A,ipod stol vehic,Alexandria,VA,22308,38.739582,-77.047565,2009-4-6
15,A,boat mot battery stol resid,Alexandria,VA,22306,38.7670182,-77.0898665,2009-4-6
15,A,comput stol vehic,Alexandria,VA,22310,38.7804767,-77.0924875,2009-4-6
15,A,wallet stol vehic,Alexandria,VA,22306,38.740798,-77.07388,2009-4-6
15,A,purs stol busy,Alexandria,VA,22306,38.7431324,-77.0849139,2009-4-6
15,A,gum stol busy,Alexandria,VA,22306,38.7405112,-77.0873676,2009-4-6
15,A,driv licens stol vehic,Alexandria,VA,22306,38.7727326,-77.0862523,2009-4-6
15,A,wallet stol vehic,Alexandria,VA,22309,38.7309506,-77.0831715,2009-4-6
15,A,bicyc stol resid,Alexandria,VA,22306,38.7630838,-77.0968132,2009-4-6
15,A,tir stol vehic,Alexandria,VA,22309,38.740323,-77.097061,2009-4-6
17,A,hond accord,Alexandria,VA,22309,38.7395757,-77.1064766,2009-4-6
15,A,catalys convert stol vehic,Alexandria,VA,22312,38.819071,-77.15714,2009-4-6
15,A,cellul phon stol busy,,VA,22102,38.920177,-77.226339,2009-4-6
15,A,sunglass stol busy,,VA,22102,38.920177,-77.226339,2009-4-6
15,A,ipod stol busy,,VA,,38.873033,-77.246057,2009-4-6
15,A,tir rim stol vehic,,VA,,38.92228,-77.226429,2009-4-6
15,A,laptop comput stol busy,,VA,,38.92228,-77.226429,2009-4-6
15,A,wallet stol busy,,VA,22102,38.9252725,-77.2188357,2009-4-6
15,A,cash stol busy,Fairfax,VA,22031,38.876947,-77.228752,2009-4-6
15,A,chop saw weld cabl equip stol busy,Fairfax,VA,22031,38.8739061,-77.2332287,2009-4-6
15,A,cellul phon stol busy,Great Falls,VA,22066,38.982272,-77.320774,2009-4-6
15,A,rac bik stol resid,,VA,,38.873033,-77.246057,2009-4-6
15,A,iphon stol vehic,Falls Church,VA,22043,38.905254,-77.207318,2009-4-6
15,A,purs stol resid,,VA,,38.873033,-77.246057,2009-4-6
15,A,bicyc stol resid,MC Lean,VA,22102,38.918561,-77.206061,2009-4-6
15,A,merchand stol busy,,VA,22102,38.9158688,-77.2219445,2009-4-6
15,A,handb stol busy,,VA,,38.916294,-77.220858,2009-4-6
15,A,check stol busy,Shacklefords,VA,,37.496435,-76.661661,2009-4-6
17,A,hond civ,Falls Church,VA,22043,38.8972411,-77.2014794,2009-4-6
17,A,hond civ,Falls Church,VA,22043,38.899172,-77.207487,2009-4-6
15,A,liqu stol busy,Falls Church,VA,22041,38.841006,-77.15024,2009-4-6
15,A,purs stol busy,Falls Church,VA,22041,38.8530357,-77.1296691,2009-4-6
15,A,laptop comput stol busy,Lorton,VA,22079,38.633331,-77.166672,2009-4-6
15,A,purs stol busy,Lorton,VA,22079,38.633331,-77.166672,2009-4-6
15,A,purs stol busy,Alexandria,VA,22312,38.821331,-77.157435,2009-4-6
15,A,reg stol vehic,Falls Church,VA,22044,38.8683495,-77.1470579,2009-4-6
15,A,wheel stol vehic,Hinton,WV,,37.709869,-80.814227,2009-4-6
17,A,acur,Annandale,VA,22003,38.831568,-77.199987,2009-4-6
17,A,dodg carav,Hinton,VA,,38.465858,-78.972194,2009-4-6
17,A,acur integr,Falls Church,VA,22044,38.8722243,-77.1450848,2009-4-6
17,A,acur,Falls Church,VA,22041,38.842589,-77.13845,2009-4-6
15,A,gps unit stol vehic,Oak Hill,WV,,37.97253,-81.148974,2009-4-6
15,A,video gam stol busy,Reston,VA,20190,38.962542,-77.3564652,2009-4-6
15,A,bicyc stol resid,Reston,VA,20190,38.9659779,-77.3327301,2009-4-6
15,A,laptop comput stol resid,Reston,VA,,38.951815,-77.342305,2009-4-6
15,A,laptop comput stol resid,Reston,VA,20190,38.9536563,-77.3613576,2009-4-6
15,A,beer stol busy,Reston,VA,20191,38.9415471,-77.3292908,2009-4-6
15,A,cop pip fit stol vehic,Great Falls,VA,22066,39.001938,-77.294966,2009-4-6
17,A,acur integr,Herndon,VA,20170,38.9846693,-77.3920557,2009-4-6
15,A,televid stol busy,Springfield,VA,22150,38.7833559,-77.1818546,2009-4-6
15,A,consol stol vehic,Springfield,VA,22150,38.7826076,-77.1943528,2009-4-6
15,A,morphon stol resid,Annandale,VA,,38.834455,-77.217878,2009-4-6
15,A,laptop comput stol vehic,,VA,,38.781334,-77.179879,2009-4-6
15,A,cellul phon stol school,Alexandria,VA,22310,38.7841336,-77.1343438,2009-4-6
15,A,project stol school,Springfield,VA,22150,38.7783081,-77.1673144,2009-4-6
15,A,purs stol school,Springfield,VA,22150,38.7783081,-77.1673144,2009-4-6
15,A,purs stol school,Springfield,VA,22150,38.7783081,-77.1673144,2009-4-6
15,A,licens plat stol vehic,Annandale,VA,,38.834455,-77.217878,2009-4-6
15,A,licens plat stol vehic,Annandale,VA,,38.831796,-77.195306,2009-4-6
15,A,stereo stol vehic,Annandale,VA,,38.831796,-77.195306,2009-4-6
15,A,cash stol resid,Springfield,VA,22150,38.7924322,-77.192538,2009-4-6
15,A,purs stol busy,Alexandria,VA,22315,38.7732603,-77.1331825,2009-4-6
15,A,watch ipod stol resid,Annandale,VA,,38.834455,-77.217878,2009-4-6
15,A,coat stol busy,Alexandria,VA,22310,38.7959851,-77.1356849,2009-4-6
15,A,purs stol vehic,Springfield,VA,22150,38.7822347,-77.1901275,2009-4-6
15,A,gps unit stol vehic,Alexandria,VA,22312,38.807096,-77.163932,2009-4-6
15,A,gps unit charg stol vehic,Alexandria,VA,22310,38.798334,-77.131348,2009-4-6
17,A,dodg carav,Alexandria,VA,22310,38.7931122,-77.1393667,2009-4-6
17,A,acur integr,Annandale,VA,,38.831796,-77.195306,2009-4-6
17,A,ford mustang,Annandale,VA,,38.831796,-77.195306,2009-4-6
17,A,toyot,Falls Church,VA,22042,38.869787,-77.165357,2009-4-6
15,A,passport stol vehic,Burke,VA,22015,38.811899,-77.2679625,2009-4-6
15,A,catalys convert stol vehic,Annandale,VA,,38.831796,-77.195306,2009-4-6
15,A,ring stol resid,Springfield,VA,22152,38.786296,-77.223034,2009-4-6
15,A,purs comput stol vehic,Annandale,VA,,38.834455,-77.217878,2009-4-6
15,A,bicyc stol resid,Fairfax,VA,22032,38.837407,-77.281568,2009-4-6
15,A,purs stol resid,Annandale,VA,22003,38.8286193,-77.1982788,2009-4-6
15,A,stereo stol vehic,Annandale,VA,22003,38.82971,-77.21072,2009-4-6
15,A,beer stol busy,Springfield,VA,22150,38.779203,-77.185848,2009-4-6
15,A,ipod stol school,Fairfax,VA,22032,38.8378872,-77.2719043,2009-4-6
15,A,ipod stol school,Fairfax,VA,22032,38.8378872,-77.2719043,2009-4-6
15,A,ipod stol school,Fairfax,VA,22032,38.8378872,-77.2719043,2009-4-6
15,A,televid stol vehic,Springfield,VA,22151,38.804505,-77.21591,2009-4-6
15,A,ipod stol resid,Annandale,VA,,38.831796,-77.195306,2009-4-6
15,A,gen wat pump stol resid,Annandale,VA,,38.831796,-77.195306,2009-4-6
15,A,cellul phon stol school,Annandale,VA,,38.831796,-77.195306,2009-4-6
15,A,play gps unit stol vehic,Annandale,VA,,38.831796,-77.195306,2009-4-6
17,A,toyot coroll,Annandale,VA,,38.831796,-77.195306,2009-4-6
17,A,toyot matrix,,VA,,37.4315734,-78.6568942,2009-4-6
15,A,gps unit stol vehic,Chantilly,VA,,38.877344,-77.408781,2009-4-6
15,A,bicyc stol resid,Chantilly,VA,,38.877344,-77.408781,2009-4-6
15,A,cloth stol busy,Chantilly,VA,,38.883607,-77.439755,2009-4-6
15,A,purs stol school,Herndon,VA,20171,38.9184927,-77.3678269,2009-4-6
15,A,air compress nail gun stol resid,Fairfax,VA,22033,38.8625671,-77.3950222,2009-4-6
15,A,laptop comput stol resid,Herndon,VA,20171,38.9556453,-77.4246624,2009-4-6
15,A,turnt stol resid,Chantilly,VA,20151,38.869629,-77.420367,2009-4-6
17,A,hond civ,Fairfax,VA,22033,38.868583,-77.372377,2009-4-6
1,B,incid org stat typ offens they list,Chantilly,VA,,38.88361,-77.439774,2009-4-13
1,B,show chain bridg road would mean block chain bridg,Chantilly,VA,,38.883607,-77.439755,2009-4-13
1,B,distribut offens,Chantilly,VA,,38.883607,-77.439755,2009-4-13
1,B,fairfax county crim solv stil ask publ assist ident,Alexandria,VA,22306,38.7802893,-77.0808007,2009-4-13
1,B,man arrest alleg shoot vehic monday may around pm,Alexandria,VA,22310,38.7870224,-77.0873596,2009-4-11
5,A,pol respond block richmond highway burgl tuesday may,Alexandria,VA,22309,38.7211014,-77.1241111,2009-4-13
5,A,on wednesday may law enforc personnel particip conclud yearlong,Falls Church,VA,22041,38.8421255,-77.1182237,2009-4-6
20,A,fal church man rob caretak friday may the victim,Falls Church,VA,22041,38.8529733,-77.1343423,2009-4-8
5,A,wom awak around am saturday may block,Alexandria,VA,22312,38.8164222,-77.1463357,2009-4-9
20,A,man rob acquaint block manitob driv the victim,Alexandria,VA,22312,38.8164222,-77.1463357,2009-4-13
1,B,an off respond the hom depot loc littl riv turnpik,Alexandria,VA,22312,38.82186,-77.15602,2009-4-13
1,B,reston boy arrest touch fem stud inappropry sou,Reston,VA,20191,38.9311518,-77.3400849,2009-4-13
5,A,wom awak unident man stand bedroom,Reston,VA,20190,38.967025,-77.347854,2009-4-13
1,B,pol cal block john milton driv friday may pm,Herndon,VA,20171,38.9287526,-77.3799817,2009-4-8
1,B,an off respond hit run crash around pm tuesday may,Great Falls,VA,22066,39.004384,-77.31444,2009-4-12
15,A,fairfax county crim solv ask publ assist ident man,Annandale,VA,,38.831796,-77.195306,2009-4-13
1,B,fairfax county pol ask publ assist loc vienn,Herndon,VA,20171,38.943934,-77.407553,2009-4-13
15,A,wallet stol busy,Centreville,VA,,38.848484,-77.438927,2009-4-13
15,A,catalys convert stol vehic,Chantilly,VA,20151,38.8943466,-77.4610847,2009-4-13
15,A,ipod wallet stol vehic,Centreville,VA,20121,38.823954,-77.434757,2009-4-13
15,A,camer karaok radio hamst stol school,Centreville,VA,20121,38.8144055,-77.4455202,2009-4-13
15,A,stereo equip stol vehic,Chantilly,VA,20151,38.8818801,-77.4156732,2009-4-13
15,A,catalys convert stol vehic,Chantilly,VA,20151,38.894385,-77.45321,2009-4-13
15,A,cash stol resid,Centreville,VA,20120,38.8570651,-77.465187,2009-4-13
15,A,tool stol vehic,Centreville,VA,20120-5220,38.84342,-77.427083,2009-4-13
15,A,phon charg stol busy,Centreville,VA,20121,38.8288429,-77.438474,2009-4-13
15,A,iphon stol busy,Annandale,VA,,38.831796,-77.195306,2009-4-13
